1,00002E-5
1,00005E-5
1,00010E-5
1,00091E-5
1,00099E-5
1,00141E-5
1,00194E-5
1,00232E-5
1,00247E-5
1,00275E-5
1,00300E-5
1,00371E-5
1,00400E-5
1,00428E-5
1,00488E-5
1,00518E-5
1,00692E-5
1,00704E-5
1,00706E-5
1,00748E-5
1,00780E-5
1,00800E-5
1,00807E-5
1,00899E-5
1,00908E-5
1,01039E-5
1,01105E-5
1,01107E-5
1,01184E-5
1,01215E-5
1,01221E-5
1,01232E-5
1,01258E-5
1,01299E-5
1,01309E-5
1,01312E-5
1,01398E-5
1,01408E-5
1,01499E-5
1,01499E-5
1,01501E-5
1,01546E-5
1,01550E-5
1,01566E-5
1,01599E-5
1,01688E-5
1,01694E-5
1,01698E-5
1,01708E-5
1,01712E-5
1,01762E-5
1,01767E-5
1,01785E-5
1,01786E-5
1,01787E-5
1,01803E-5
1,01859E-5
1,01898E-5
1,01898E-5
1,01997E-5
1,02016E-5
1,02028E-5
1,02057E-5
1,02091E-5
1,02130E-5
1,02162E-5
1,02191E-5
1,02214E-5
1,02284E-5
1,02293E-5
1,02309E-5
1,02323E-5
1,02507E-5
1,02587E-5
1,02596E-5
1,02672E-5
1,02704E-5
1,02807E-5
1,02820E-5
1,02897E-5
1,02935E-5
1,03001E-5
1,03017E-5
1,03074E-5
1,03104E-5
1,03223E-5
1,03246E-5
1,03278E-5
1,03317E-5
1,03322E-5
1,03333E-5
1,03383E-5
1,03393E-5
1,03457E-5
1,03488E-5
1,03505E-5
1,03508E-5
1,03511E-5
1,03606E-5
1,03670E-5
1,03678E-5
1,03769E-5
1,03790E-5
1,03813E-5
1,03824E-5
1,03930E-5
1,03956E-5
1,03958E-5
1,04001E-5
1,04010E-5
1,04107E-5
1,04116E-5
1,04204E-5
1,04262E-5
1,04274E-5
1,04288E-5
1,04302E-5
1,04388E-5
1,04400E-5
1,04407E-5
1,04407E-5
1,04447E-5
1,04474E-5
1,04496E-5
1,04660E-5
1,04694E-5
1,04698E-5
1,04702E-5
1,04708E-5
1,04738E-5
1,04890E-5
1,04897E-5
1,04941E-5
1,04971E-5
1,04992E-5
1,05048E-5
1,05066E-5
1,05096E-5
1,05243E-5
1,05292E-5
1,05301E-5
1,05303E-5
1,05304E-5
1,05310E-5
1,05325E-5
1,05336E-5
1,05343E-5
1,05400E-5
1,05412E-5
1,05472E-5
1,05487E-5
1,05495E-5
1,05498E-5
1,05510E-5
1,05511E-5
1,05584E-5
1,05614E-5
1,05666E-5
1,05668E-5
1,05693E-5
1,05793E-5
1,05809E-5
1,05814E-5
1,05985E-5
1,05998E-5
1,06009E-5
1,06012E-5
1,06014E-5
1,06035E-5
1,06045E-5
1,06053E-5
1,06085E-5
1,06090E-5
1,06094E-5
1,06109E-5
1,06217E-5
1,06227E-5
1,06254E-5
1,06306E-5
1,06446E-5
1,06449E-5
1,06532E-5
